,title,domestic,international,worldwide,budget,year,reference,Action,Adventure,Fantasy,Sci-Fi,Mystery,Thriller,Comedy,Horror,Drama,Romance,Music,Musical,Sport,Animation,War,Biography,Crime,Family,Western,Documentary,History,Film-Noir,Short,Adult,News,Talk-Show,Reality-TV
9779,Traitor,23530831,4143633,27674464,22000000.0,2008,/release/rl3145172481/?ref_=bo_yld_table_114,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9780,Vicky Cristina Barcelona,23216709,73192591,96409300,,2008,/release/rl1450804737/?ref_=bo_yld_table_115,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9781,Babylon A.D.,22532572,49576628,72109200,70000000.0,2008,/release/rl105219585/?ref_=bo_yld_table_116,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9782,Slumdog Millionaire,141319928,237090185,378410113,15000000.0,2008,/release/rl1047561729/?ref_=bo_yld_table_117,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9783,The Water Horse,40946255,63021129,103967384,,2008,/release/rl2138605057/?ref_=bo_yld_table_118,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9784,The X Files: I Want to Believe,20982478,48380903,69363381,30000000.0,2008,/release/rl1517979137/?ref_=bo_yld_table_119,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9785,Mad Money,20668843,5743320,26412163,,2008,/release/rl2858452481/?ref_=bo_yld_table_120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9786,Appaloosa,20211394,7500968,27712362,20000000.0,2008,/release/rl1682081281/?ref_=bo_yld_table_121,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9787,Igor,19528602,11365283,30893885,25000000.0,2008,/release/rl307987969/?ref_=bo_yld_table_122,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9788,My Best Friend's Girl,19219250,22405437,41624687,20000000.0,2008,/release/rl526681601/?ref_=bo_yld_table_123,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,Kit Kittredge: An American Girl,17657973,0,17657973,10000000.0,2008,/release/rl2455537153/?ref_=bo_yld_table_124,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9790,The Ruins,17432844,5385412,22818256,,2008,/release/rl3362555393/?ref_=bo_yld_table_125,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9791,88 Minutes,17213467,15379918,32593385,,2008,/release/rl3242296833/?ref_=bo_yld_table_126,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9792,Swing Vote,16289867,1344446,17634313,21000000.0,2008,/release/rl276137473/?ref_=bo_yld_table_127,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9793,Pride and Glory,15740721,15459836,31200557,30000000.0,2008,/release/rl2171307521/?ref_=bo_yld_table_128,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9794,Enchanted,127807262,212680390,340487652,85000000.0,2008,/release/rl2521925121/?ref_=bo_yld_table_129,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9795,The Great Debaters,30236407,0,30236407,,2008,/release/rl1884784129/?ref_=bo_yld_table_130,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9796,Bangkok Dangerous,15298133,27189257,42487390,45000000.0,2008,/release/rl2537915905/?ref_=bo_yld_table_131,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9797,Milk,31841299,22748259,54589558,20000000.0,2008,/release/rl2975237633/?ref_=bo_yld_table_132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9798,Sea Monsters: A Prehistoric Adventure,23746066,26906397,50652463,,2008,/release/rl1013876225/?ref_=bo_yld_table_133,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
9799,Disaster Movie,14190901,20625923,34816824,20000000.0,2008,/release/rl208897537/?ref_=bo_yld_table_134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,The Duchess,13848978,29494406,43343384,,2008,/release/rl4199450113/?ref_=bo_yld_table_135,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9801,Aliens vs. Predator: Requiem,41797066,88493819,130290885,,2008,/release/rl793085441/?ref_=bo_yld_table_136,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,The Haunting of Molly Hartley,13559812,1858937,15418749,,2008,/release/rl2706802177/?ref_=bo_yld_table_137,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803,Ghost Town,13367624,13722535,27090159,20000000.0,2008,/release/rl3243607553/?ref_=bo_yld_table_138,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9804,The Spirit,19806188,19358253,39164441,,2008,/release/rl628327937/?ref_=bo_yld_table_139,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9805,Religulous,13011160,627955,13639115,2500000.0,2008,/release/rl3060631041/?ref_=bo_yld_table_140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9806,The Pirates Who Don't Do Anything: A VeggieTales Movie,12981269,266456,13247725,,2008,/release/rl4150822401/?ref_=bo_yld_table_141,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9807,Under the Same Moon,12590147,10722902,23313049,,2008,/release/rl2507572737/?ref_=bo_yld_table_142,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9808,Fly Me to the Moon 3D,13816982,27904432,41721414,25000000.0,2008,/release/rl391284225/?ref_=bo_yld_table_143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9809,Miss Pettigrew Lives for a Day,12313694,4411239,16724933,,2008,/release/rl3412231681/?ref_=bo_yld_table_144,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9810,Soul Men,12082391,249246,12331637,,2008,/release/rl2221966849/?ref_=bo_yld_table_145,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9811,Doubt,33446470,18253514,51699984,20000000.0,2008,/release/rl2068743681/?ref_=bo_yld_table_146,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9812,Meet Dave,11803254,39536313,51339567,60000000.0,2008,/release/rl3128133121/?ref_=bo_yld_table_147,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9813,The Longshots,11537046,230820,11767866,,2008,/release/rl979076609/?ref_=bo_yld_table_148,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9814,Be Kind Rewind,11175164,19404242,30579406,,2008,/release/rl1296336385/?ref_=bo_yld_table_149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,Doomsday,11008770,11463861,22472631,,2008,/release/rl340690433/?ref_=bo_yld_table_150,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9816,Stop-Loss,10915744,297209,11212953,25000000.0,2008,/release/rl762480129/?ref_=bo_yld_table_151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9817,The Golden Compass,70107728,302127136,372234864,180000000.0,2008,/release/rl2572453377/?ref_=bo_yld_table_152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9818,Rachel Getting Married,12796841,4141127,16937968,,2008,/release/rl2322236929/?ref_=bo_yld_table_153,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9819,Penelope,10011996,11144274,21156270,,2008,/release/rl476612097/?ref_=bo_yld_table_154,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9820,The Kite Runner,15800078,59210951,75011029,,2008,/release/rl2539423233/?ref_=bo_yld_table_155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9821,Michael Clayton,49033882,43957953,92991835,,2008,/release/rl1147307521/?ref_=bo_yld_table_156,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9822,The Express,9793406,14718,9808124,40000000.0,2008,/release/rl1330677249/?ref_=bo_yld_table_157,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9823,U2 3D,10363341,12367501,22730842,,2008,/release/rl1215727105/?ref_=bo_yld_table_158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9824,Smart People,9511289,2332315,11843604,,2008,/release/rl745571841/?ref_=bo_yld_table_159,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9825,The Visitor,9427089,8770429,18197518,,2008,/release/rl2927199745/?ref_=bo_yld_table_160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9826,The Boy in the Striped Pajamas,9046156,31370407,40416563,,2008,/release/rl4014376449/?ref_=bo_yld_table_161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9827,Sex Drive,8402485,10353451,18755936,19000000.0,2008,/release/rl2960033281/?ref_=bo_yld_table_162,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9828,Punisher: War Zone,8050977,2110516,10161493,35000000.0,2008,/release/rl1751811585/?ref_=bo_yld_table_163,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9829,Miracle at St. Anna,7919117,1414537,9333654,45000000.0,2008,/release/rl4100097537/?ref_=bo_yld_table_164,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9830,City of Ember,7873007,10056677,17929684,55000000.0,2008,/release/rl3645605377/?ref_=bo_yld_table_165,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9831,Cadillac Records,8195551,688093,8883644,12000000.0,2008,/release/rl961054209/?ref_=bo_yld_table_166,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9832,In Bruges,7800824,26284925,34085749,,2008,/release/rl2841347585/?ref_=bo_yld_table_167,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9833,Expelled: No Intelligence Allowed,7720487,0,7720487,,2008,/release/rl1397786113/?ref_=bo_yld_table_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9834,Over Her Dead Body,7563670,13894441,21458111,,2008,/release/rl1802077697/?ref_=bo_yld_table_169,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9835,Nothing Like the Holidays,7503736,15754,7519490,,2008,/release/rl2220393985/?ref_=bo_yld_table_170,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9836,How She Move,7070641,1588571,8659212,,2008,/release/rl3076032001/?ref_=bo_yld_table_171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9837,An American Carol,7013191,0,7013191,20000000.0,2008,/release/rl1279493633/?ref_=bo_yld_table_172,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9838,The Orphanage,7161284,71477703,78638987,,2008,/release/rl3311830529/?ref_=bo_yld_table_173,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9839,Strange Wilderness,6575282,389452,6964734,,2008,/release/rl91391489/?ref_=bo_yld_table_174,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9840,Brideshead Revisited,6432256,7018930,13451186,,2008,/release/rl524912129/?ref_=bo_yld_table_175,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9841,The Rocker,6409528,2399407,8808935,15000000.0,2008,/release/rl1315735041/?ref_=bo_yld_table_176,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,Tell No One,6177192,27229800,33406992,,2008,/release/rl3916793345/?ref_=bo_yld_table_177,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9843,"Run, Fat Boy, Run",6003262,27475659,33478921,10000000.0,2008,/release/rl1030718977/?ref_=bo_yld_table_178,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9844,Gran Torino,148095302,121862926,269958228,33000000.0,2008,/release/rl240616961/?ref_=bo_yld_table_179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9845,Mongol: The Rise of Genghis Khan,5705761,20821749,26527510,18000000.0,2008,/release/rl275088897/?ref_=bo_yld_table_180,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
9846,RocknRolla,5700626,20040237,25740863,,2008,/release/rl1181517313/?ref_=bo_yld_table_181,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9847,Shine a Light,5505267,10268084,15773351,,2008,/release/rl3295577601/?ref_=bo_yld_table_182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9848,The Counterfeiters,5488570,13326143,18814713,,2008,/release/rl390956545/?ref_=bo_yld_table_183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9849,Walk Hard: The Dewey Cox Story,18317151,2259047,20576198,35000000.0,2008,/release/rl3631842817/?ref_=bo_yld_table_184,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9850,Dolphins and Whales 3D: Tribes of the Ocean,7714996,1093663,8808659,,2008,/release/rl827229697/?ref_=bo_yld_table_185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9851,The Diving Bell and the Butterfly,6003227,13776889,19780116,,2008,/release/rl3780085249/?ref_=bo_yld_table_186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9852,Hamlet 2,4886216,39072,4925288,9000000.0,2008,/release/rl878085633/?ref_=bo_yld_table_187,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853,Magnificent Desolation: Walking on the Moon 3D,34137524,6201878,40339402,,2008,/release/rl2791343617/?ref_=bo_yld_table_188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
9854,The Savages,6623082,4030139,10653221,,2008,/release/rl2741995009/?ref_=bo_yld_table_189,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9855,In the Name of the King: A Dungeon Siege Tale,4775656,8322259,13097915,,2008,/release/rl408585729/?ref_=bo_yld_table_190,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9856,College,4694636,1570847,6265483,7000000.0,2008,/release/rl1128957441/?ref_=bo_yld_table_191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9857,Deception,4598506,13174000,17772506,,2008,/release/rl3361637889/?ref_=bo_yld_table_192,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9858,Flash of Genius,4442377,360576,4802953,,2008,/release/rl3444803073/?ref_=bo_yld_table_193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9859,Space Station 3D,93383953,34979928,128363881,,2008,/release/rl3866134017/?ref_=bo_yld_table_194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9860,Frost/Nixon,18622031,8804304,27426335,25000000.0,2008,/release/rl324371969/?ref_=bo_yld_table_195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9861,Persepolis,4445756,18338222,22783978,,2008,/release/rl1869121025/?ref_=bo_yld_table_196,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
9862,Witless Protection,4161625,0,4161625,,2008,/release/rl4001072641/?ref_=bo_yld_table_197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9863,Bottle Shock,4078607,549946,4628553,,2008,/release/rl2621867521/?ref_=bo_yld_table_198,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9864,Young@Heart,3992189,3104813,7097002,,2008,/release/rl2239399425/?ref_=bo_yld_table_199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9865,Charlie Bartlett,3951699,1303287,5254986,12000000.0,2008,/release/rl541820417/?ref_=bo_yld_table_200,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9866,Then She Found Me,3735717,4708281,8443998,,2008,/release/rl393512449/?ref_=bo_yld_table_201,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9867,Elegy,3581642,11312705,14894347,,2008,/release/rl1565623809/?ref_=bo_yld_table_202,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,Deep Sea,46412757,51818148,98230905,,2008,/release/rl3226240513/?ref_=bo_yld_table_203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9869,Jodhaa Akbar,3440718,23449636,26890354,,2008,/release/rl123569665/?ref_=bo_yld_table_204,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9870,Blindness,3351751,16493228,19844979,25000000.0,2008,/release/rl4014441985/?ref_=bo_yld_table_205,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9871,Happy-Go-Lucky,3512016,15184586,18696602,,2008,/release/rl2102822401/?ref_=bo_yld_table_206,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9872,The Band's Visit,3054457,11533130,14587587,,2008,/release/rl2487584257/?ref_=bo_yld_table_207,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9873,Man on Wire,2962242,2296327,5258569,,2008,/release/rl291735041/?ref_=bo_yld_table_208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
9874,Choke,2926565,1055894,3982459,,2008,/release/rl3008071169/?ref_=bo_yld_table_209,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9875,How to Lose Friends & Alienate People,2778752,16373257,19152009,28000000.0,2008,/release/rl2941814273/?ref_=bo_yld_table_210,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9876,"Synecdoche, New York",3083538,1387786,4471324,20000000.0,2008,/release/rl74810881/?ref_=bo_yld_table_211,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9877,Redbelt,2345941,328149,2674090,7000000.0,2008,/release/rl1919780353/?ref_=bo_yld_table_212,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9878,Frozen River,2511476,2946188,5457664,,2008,/release/rl374703617/?ref_=bo_yld_table_213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9879,Bee Movie,126631277,166883059,293514336,150000000.0,2008,/release/rl1984202241/?ref_=bo_yld_table_214,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9880,The Fall,2266905,1402560,3669465,,2008,/release/rl2354087425/?ref_=bo_yld_table_215,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9881,I've Loved You So Long,3169305,19102871,22272176,,2008,/release/rl2656732673/?ref_=bo_yld_table_216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9882,Transsiberian,2206405,3720005,5926410,,2008,/release/rl2843182593/?ref_=bo_yld_table_217,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9883,Priceless,2165188,25784462,27949650,,2008,/release/rl2288748033/?ref_=bo_yld_table_218,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,Singh Is King,2159376,27010301,29169677,,2008,/release/rl2876343809/?ref_=bo_yld_table_219,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9885,The Wackness,2077116,1098353,3175469,,2008,/release/rl2390328833/?ref_=bo_yld_table_220,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9886,Rab Ne Bana Di Jodi,2078956,27835513,29914469,,2008,/release/rl2422900225/?ref_=bo_yld_table_221,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9887,Roman de gare,1852764,2988368,4841132,,2008,/release/rl2808907265/?ref_=bo_yld_table_222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9888,Henry Poole Is Here,1836515,87285,1923800,,2008,/release/rl442074625/?ref_=bo_yld_table_223,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9889,Son of Rambow,1785505,9085944,10871449,,2008,/release/rl2607842817/?ref_=bo_yld_table_224,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9890,Roving Mars,10407978,570998,10978976,,2008,/release/rl1130595841/?ref_=bo_yld_table_225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9891,Ghajini,2430627,35885957,38316584,,2008,/release/rl3763701249/?ref_=bo_yld_table_226,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9892,The Reader,34194407,74708079,108902486,32000000.0,2008,/release/rl544048641/?ref_=bo_yld_table_227,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9893,The Polar Express,1705694,0,1705694,165000000.0,2008,/release/rl376145409/?ref_=bo_yld_table_228,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9894,August Rush,31664162,34457864,66122026,,2008,/release/rl3393357313/?ref_=bo_yld_table_229,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9895,Married Life,1507990,1380325,2888315,12000000.0,2008,/release/rl1281590785/?ref_=bo_yld_table_230,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9896,The Game Plan,90648202,57232341,147880543,,2008,/release/rl1247118849/?ref_=bo_yld_table_231,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9897,Let the Right One In,2122065,9105271,11227336,,2008,/release/rl1499366913/?ref_=bo_yld_table_232,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9898,Race,1367024,23136245,24503269,,2008,/release/rl2456454657/?ref_=bo_yld_table_233,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9899,Into the Wild,18354356,38320121,56674477,,2008,/release/rl257590785/?ref_=bo_yld_table_234,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9900,Funny Games,1294919,6643953,7938872,,2008,/release/rl2136311297/?ref_=bo_yld_table_235,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9901,Gonzo,1252100,239858,1491958,,2008,/release/rl2253686273/?ref_=bo_yld_table_236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9902,Friendship,1243910,16535610,17779520,,2008,/release/rl223249921/?ref_=bo_yld_table_237,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,Flawless,1200234,5619353,6819587,,2008,/release/rl3310585345/?ref_=bo_yld_table_238,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9904,"4 Months, 3 Weeks and 2 Days",1198208,8976631,10174839,,2008,/release/rl4114712065/?ref_=bo_yld_table_239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9905,The Wrestler,26238243,18496417,44734660,6000000.0,2008,/release/rl1954186753/?ref_=bo_yld_table_240,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9906,Beowulf,82280579,114113166,196393745,150000000.0,2008,/release/rl2789508609/?ref_=bo_yld_table_241,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
