,title,domestic,international,worldwide,budget,year,reference,Action,Adventure,Fantasy,Sci-Fi,Mystery,Thriller,Comedy,Horror,Drama,Romance,Music,Musical,Sport,Animation,War,Biography,Crime,Family,Western,Documentary,History,Film-Noir,Short,Adult,News,Talk-Show,Reality-TV
9907,The Nightmare Before Christmas,1109188,1469370,2578558,,2008,/release/rl442992129/?ref_=bo_yld_table_242,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9908,Brick Lane,1095398,2699194,3794592,,2008,/release/rl625575425/?ref_=bo_yld_table_243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9909,What Just Happened,1090947,5619941,6710888,,2008,/release/rl4067984897/?ref_=bo_yld_table_244,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9910,American Gangster,130164645,139590785,269755430,100000000.0,2008,/release/rl1195607553/?ref_=bo_yld_table_245,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9911,When Did You Last See Your Father?,1077273,1675198,2752471,,2008,/release/rl3544417793/?ref_=bo_yld_table_246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9912,Caramel,1055580,13193169,14248749,,2008,/release/rl1632142849/?ref_=bo_yld_table_247,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9913,The Children of Huang Shi,1031872,6753445,7785317,,2008,/release/rl1582007809/?ref_=bo_yld_table_248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9914,Before the Rains,1029655,287067,1316722,,2008,/release/rl1631880705/?ref_=bo_yld_table_249,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9915,U Me Aur Hum,1028191,9919828,10948019,,2008,/release/rl1182172673/?ref_=bo_yld_table_250,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9916,Mr. Magorium's Wonder Emporium,32061555,37413106,69474661,,2008,/release/rl2170914305/?ref_=bo_yld_table_251,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9917,Reign of Government,1009065,16713933,17722998,,2008,/release/rl2825881089/?ref_=bo_yld_table_252,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9918,Cassandra's Dream,973018,21713360,22686378,,2008,/release/rl2705884673/?ref_=bo_yld_table_253,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9919,Diary of the Dead,958961,4405897,5364858,,2008,/release/rl3108996609/?ref_=bo_yld_table_254,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9920,Encounters at the End of the World,944933,260531,1205464,,2008,/release/rl2320598529/?ref_=bo_yld_table_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9921,American Teen,942441,187829,1130270,,2008,/release/rl2521007617/?ref_=bo_yld_table_256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9922,A Christmas Tale,1060922,6295471,7356393,,2008,/release/rl2588640769/?ref_=bo_yld_table_257,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9923,I'm Not There,4017609,7646507,11664116,,2008,/release/rl1331398145/?ref_=bo_yld_table_258,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9924,Emma Smith: My Story,881787,0,881787,,2008,/release/rl2756806145/?ref_=bo_yld_table_259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9925,My Blueberry Nights,867275,21140396,22007671,,2008,/release/rl375686657/?ref_=bo_yld_table_260,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9926,I.O.U.S.A.,821046,5753,826799,,2008,/release/rl1935312385/?ref_=bo_yld_table_261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9927,The Year My Parents Went on Vacation,807117,798249,1605366,,2008,/release/rl3095037441/?ref_=bo_yld_table_262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9928,The Last Mistress,785671,1045906,1831577,6000000.0,2008,/release/rl2841609729/?ref_=bo_yld_table_263,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9929,Up the Yangtze,783969,245242,1029211,,2008,/release/rl1048151553/?ref_=bo_yld_table_264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9930,Days of Darkness,1491525,1923156,3414681,,2008,/release/rl2722137601/?ref_=bo_yld_table_265,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9931,The Edge of Heaven,742349,17062216,17804565,,2008,/release/rl189892097/?ref_=bo_yld_table_266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9932,Forever Strong,719556,0,719556,,2008,/release/rl1599243777/?ref_=bo_yld_table_267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9933,Watch Out Ladies,702166,10684264,11386430,,2008,/release/rl2135262721/?ref_=bo_yld_table_268,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9934,Dan in Real Life,47642963,20828706,68471669,,2008,/release/rl558663169/?ref_=bo_yld_table_269,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9935,Delgo,694782,0,694782,40000000.0,2008,/release/rl860849665/?ref_=bo_yld_table_270,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9936,Beer for My Horses,666045,0,666045,,2008,/release/rl1782875649/?ref_=bo_yld_table_271,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9937,Before the Devil Knows You're Dead,7084227,17953430,25037657,,2008,/release/rl1615103489/?ref_=bo_yld_table_272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9938,Fred Claus,72006777,25831572,97838349,,2008,/release/rl4132603393/?ref_=bo_yld_table_273,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9939,Heroes,655538,3574237,4229775,,2008,/release/rl1918469633/?ref_=bo_yld_table_274,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9940,Fugitive Pieces,635783,208162,843945,,2008,/release/rl173377025/?ref_=bo_yld_table_275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9941,I Served the King of England,617403,6701807,7319210,,2008,/release/rl1230669313/?ref_=bo_yld_table_276,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9942,Jaane Tu... Ya Jaane Na,604037,19248749,19852786,,2008,/release/rl2304411137/?ref_=bo_yld_table_277,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9943,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,603894,0,603894,,2008,/release/rl3044771329/?ref_=bo_yld_table_278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9944,"War, Inc.",580862,715322,1296184,,2008,/release/rl913868289/?ref_=bo_yld_table_279,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9945,House,575048,565970,1141018,,2008,/release/rl1784186369/?ref_=bo_yld_table_280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9946,A Secret,623558,15870964,16494522,,2008,/release/rl2151843329/?ref_=bo_yld_table_281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9947,Prince,570090,4597862,5167952,,2008,/release/rl3866789377/?ref_=bo_yld_table_282,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9948,Reprise,554826,742434,1297260,,2008,/release/rl2456651265/?ref_=bo_yld_table_283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9949,Nobel Son,540382,5200,545582,,2008,/release/rl1265075713/?ref_=bo_yld_table_284,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9950,Noah's Arc: Jumping the Broom,532878,0,532878,,2008,/release/rl1248298497/?ref_=bo_yld_table_285,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9951,Galapagos,18630372,10718800,29349172,,2008,/release/rl1599440385/?ref_=bo_yld_table_286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9952,Kismat Konnection,490154,10529300,11019454,,2008,/release/rl2908521985/?ref_=bo_yld_table_287,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9953,Bonneville,488393,850177,1338570,,2008,/release/rl1229358593/?ref_=bo_yld_table_288,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9954,Krazzy 4,487215,6786866,7274081,,2008,/release/rl3780937217/?ref_=bo_yld_table_289,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9955,Paranoid Park,486767,4058980,4545747,,2008,/release/rl2406057473/?ref_=bo_yld_table_290,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9956,Trouble the Water,520151,2615,522766,,2008,/release/rl3682043393/?ref_=bo_yld_table_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9957,Bhootnath,476032,12760785,13236817,,2008,/release/rl809993729/?ref_=bo_yld_table_292,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9958,The Legend of Drona,475104,5001300,5476404,,2008,/release/rl2622391809/?ref_=bo_yld_table_293,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9959,Hitman,39687694,61588624,101276318,,2008,/release/rl2455340545/?ref_=bo_yld_table_294,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9960,The Broken Line,466309,0,466309,,2008,/release/rl2153678337/?ref_=bo_yld_table_295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9961,Bella,8070537,4012759,12083296,3300000.0,2008,/release/rl1178895873/?ref_=bo_yld_table_296,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9962,Flight of the Red Balloon,461674,618461,1080135,,2008,/release/rl911377921/?ref_=bo_yld_table_297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9963,The Stone Angel,459166,14827,473993,,2008,/release/rl863143425/?ref_=bo_yld_table_298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9964,Tashan,457380,10825957,11283337,,2008,/release/rl2557838849/?ref_=bo_yld_table_299,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9965,The Hammer,443591,0,443591,,2008,/release/rl928417281/?ref_=bo_yld_table_300,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9966,JCVD,470691,1871520,2342211,,2008,/release/rl3462039041/?ref_=bo_yld_table_301,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9967,Savage Grace,435746,997053,1432799,,2008,/release/rl2809103873/?ref_=bo_yld_table_302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9968,Starting Out in the Evening,898786,0,898786,,2008,/release/rl3195241985/?ref_=bo_yld_table_303,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9969,The Singing Revolution,426855,0,426855,,2008,/release/rl2809234945/?ref_=bo_yld_table_304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9970,A Girl Cut in Two,409658,8078879,8488537,,2008,/release/rl542410241/?ref_=bo_yld_table_305,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9971,The Promotion,408709,48981,457690,,2008,/release/rl678069761/?ref_=bo_yld_table_306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9972,Santa vs. the Snowman 3D,433797,4588,438385,,2008,/release/rl3178202625/?ref_=bo_yld_table_307,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9973,Snow Angels,402858,11546,414404,,2008,/release/rl7374337/?ref_=bo_yld_table_308,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9974,Where in the World Is Osama Bin Laden?,384955,266823,651778,,2008,/release/rl3329787393/?ref_=bo_yld_table_309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9975,Blade Runner,1548502,668673,2217175,,2008,/release/rl2236057089/?ref_=bo_yld_table_310,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,Towelhead,372124,303538,675662,,2008,/release/rl1635223041/?ref_=bo_yld_table_311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9977,Like Stars on Earth,1223869,20673504,21897373,,2008,/release/rl2054522369/?ref_=bo_yld_table_312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9978,Thoda Pyaar Thoda Magic,365401,7265611,7631012,,2008,/release/rl1148487169/?ref_=bo_yld_table_313,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9979,"Mèche Blanche, les aventures du petit castor",360886,1230634,1591520,,2008,/release/rl2104264193/?ref_=bo_yld_table_314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9980,The Perfect Holiday,5812781,0,5812781,,2008,/release/rl1366590977/?ref_=bo_yld_table_315,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9981,Everybody Wants to Be Italian,351416,181310,532726,3000000.0,2008,/release/rl240158209/?ref_=bo_yld_table_316,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9982,Billy: The Early Years,347328,0,347328,,2008,/release/rl1581745665/?ref_=bo_yld_table_317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9983,Teeth,347578,1992532,2340110,,2008,/release/rl4051011073/?ref_=bo_yld_table_318,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9984,Jellyfish,341221,569093,910314,,2008,/release/rl1029539329/?ref_=bo_yld_table_319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9985,Everything Is Fine,336569,36791,373360,,2008,/release/rl1618445825/?ref_=bo_yld_table_320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9986,City of Men,325131,2264601,2589732,,2008,/release/rl3377169921/?ref_=bo_yld_table_321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9987,Awake,14377198,18352864,32730062,8600000.0,2008,/release/rl541427201/?ref_=bo_yld_table_322,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9988,Revolutionary Road,22911480,53069700,75981180,35000000.0,2008,/release/rl3614279169/?ref_=bo_yld_table_323,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9989,Bigger Stronger Faster*,308575,0,308575,,2008,/release/rl357008897/?ref_=bo_yld_table_324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9990,"OSS 117: Cairo, Nest of Spies",303543,22738078,23041621,,2008,/release/rl1013548545/?ref_=bo_yld_table_325,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9991,The Life Before Her Eyes,303439,6945051,7248490,13000000.0,2008,/release/rl2841544193/?ref_=bo_yld_table_326,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9992,The Mist,25594957,31875263,57470220,18000000.0,2008,/release/rl3479340545/?ref_=bo_yld_table_327,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9993,Passengers,292437,5494715,5787152,,2008,/release/rl3848898049/?ref_=bo_yld_table_328,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9994,The Duchess of Langeais,282749,700046,982795,,2008,/release/rl4216227329/?ref_=bo_yld_table_329,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9995,This Christmas,49121934,656618,49778552,13000000.0,2008,/release/rl1349813761/?ref_=bo_yld_table_330,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9996,Lars and the Real Girl,5972884,5320779,11293663,12000000.0,2008,/release/rl1633650177/?ref_=bo_yld_table_331,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9997,Morning Light,275497,279,275776,,2008,/release/rl1214612993/?ref_=bo_yld_table_332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9998,Taxi to the Dark Side,274661,19648,294309,,2008,/release/rl2507507201/?ref_=bo_yld_table_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9999,One Two Three,274589,5815843,6090432,,2008,/release/rl2590410241/?ref_=bo_yld_table_334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,Planet B-Boy,273870,26577,300447,,2008,/release/rl3613951489/?ref_=bo_yld_table_335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10001,Surfwise,269994,24242,294236,,2008,/release/rl3832710657/?ref_=bo_yld_table_336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10002,The Lucky Ones,266967,20600,287567,,2008,/release/rl2120254977/?ref_=bo_yld_table_337,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10003,The Grocer's Son,264889,4830607,5095496,,2008,/release/rl2740422145/?ref_=bo_yld_table_338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004,Honeydripper,267880,277045,544925,,2008,/release/rl962102785/?ref_=bo_yld_table_339,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10005,My Brother Is an Only Child,255620,12638442,12894062,,2008,/release/rl191137281/?ref_=bo_yld_table_340,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10006,The Signal,251150,150312,401462,,2008,/release/rl1618052609/?ref_=bo_yld_table_341,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007,The 13th Alley,250992,0,250992,,2008,/release/rl306284033/?ref_=bo_yld_table_342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10008,The Foot Fist Way,234286,11006,245292,,2008,/release/rl1968342529/?ref_=bo_yld_table_343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10009,La Vie En Rose,10301706,75973087,86274793,25000000.0,2008,/release/rl3915351553/?ref_=bo_yld_table_344,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10010,Standard Operating Procedure,229117,95100,324217,,2008,/release/rl1383302657/?ref_=bo_yld_table_345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
10011,Goal II: Living the Dream,225067,7639838,7864905,,2008,/release/rl1565820417/?ref_=bo_yld_table_346,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10012,Battle in Seattle,224169,684678,908847,,2008,/release/rl3292890625/?ref_=bo_yld_table_347,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10013,Sixty Six,224614,0,224614,,2008,/release/rl2255586817/?ref_=bo_yld_table_348,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10014,Chris & Don. A Love Story,216110,0,216110,,2008,/release/rl2773190145/?ref_=bo_yld_table_349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10015,How the Garcia Girls Spent Their Summer,215303,0,215303,,2008,/release/rl3126363649/?ref_=bo_yld_table_350,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016,The Darjeeling Limited,11902715,23405234,35307949,16000000.0,2008,/release/rl474777089/?ref_=bo_yld_table_351,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10017,Margot at the Wedding,1959420,940736,2900156,,2008,/release/rl1701021185/?ref_=bo_yld_table_352,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018,Hell Ride,213608,176520,390128,,2008,/release/rl559515137/?ref_=bo_yld_table_353,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,La traviata,195494,0,195494,,2008,/release/rl4284450305/?ref_=bo_yld_table_354,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10020,Last Chance Harvey,14889042,17677924,32566966,,2008,/release/rl1398769153/?ref_=bo_yld_table_355,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10021,Call + Response,215185,0,215185,,2008,/release/rl625509889/?ref_=bo_yld_table_356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10022,CJ7,207378,49322535,49529913,,2008,/release/rl3477833217/?ref_=bo_yld_table_357,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10023,The Legend of God's Gun,243768,0,243768,,2008,/release/rl408847873/?ref_=bo_yld_table_358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10024,My Father My Lord,203708,367858,571566,,2008,/release/rl124028417/?ref_=bo_yld_table_359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025,Steep,260586,58177,318763,,2008,/release/rl4117988865/?ref_=bo_yld_table_360,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10026,Fashion,191442,8467271,8658713,,2008,/release/rl995329537/?ref_=bo_yld_table_361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10027,Elsa & Fred,189024,2796813,2985837,,2008,/release/rl2974909953/?ref_=bo_yld_table_362,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10028,The Polar Express,2483757,91146,2574903,165000000.0,2008,/release/rl359368193/?ref_=bo_yld_table_363,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10029,Constantine's Sword,179507,0,179507,,2008,/release/rl3561653761/?ref_=bo_yld_table_364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10030,Chicago 10,177490,0,177490,,2008,/release/rl1833666049/?ref_=bo_yld_table_365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
10031,Mera Pind: My Home,176976,453394,630370,,2008,/release/rl23234049/?ref_=bo_yld_table_366,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10032,Che: Part One/Che: Part Two,1497109,281178,1778287,,2008,/release/rl206276097/?ref_=bo_yld_table_367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10033,Ashes of Time,174273,1802925,1977198,,2008,/release/rl2218952193/?ref_=bo_yld_table_368,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10034,My Name Is Bruce,173066,0,173066,,2008,/release/rl1684309505/?ref_=bo_yld_table_369,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10035,In Search of a Midnight Kiss,172605,1121571,1294176,,2008,/release/rl945456641/?ref_=bo_yld_table_370,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,Sleepwalking,170392,38603,208995,,2008,/release/rl3413214721/?ref_=bo_yld_table_371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10037,Mister Lonely,167396,240278,407674,,2008,/release/rl3261236737/?ref_=bo_yld_table_372,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
